ID,English,Spanish,Catalan,Portuguese,Italian,French,German,Russian,ChineseTraditional,Korean,Japanese
DSC_ChaetodonAustriacus,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,"Muchos Chaetodontidae tienen bandas oscuras alrededor de los ojos para camuflarlos y puntos redondos en forma de ojo en los flancos para confundir a los depredadores, que no saben a qué extremo atacar ni en qué dirección huirá. Esto le permite escapar rápidamente.",Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.,Many Chaetodontidae have dark strips around their eyes for camouflage purposes and round spots in the form of an eye on their sides to confuse predators who then don’t know which end to attack or the direction its prey will flee in. This enables these fish to make a swift escape.
DSC_ChaetodonBennetti,"The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","El epíteto específico “Bennetti” honra la memoria del médico y zoólogo británico Edward Turner Bennett (197-1836), que mostró esta especie a Cuvier en el Britsh Museum de Londres.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London.","The specific epithet, “Bennetti”, pays tribute to British zoologist, Edward Turner Bennett (1797-1836), who showed this species to Cuvier at the British Museum in London."
DSC_ChaetodonFlavirostris,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,¿Sabías que a los Chaetodontidae se les llama peces mariposa? Se les llama igual porque presentan colores y patrones similares a las mariposas. Un ejemplo de ello son los ojos falsos que presentan en la parte posterior del cuerpo para engañar a sus depredadores.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.,Did you know that Chaetodontidae are known as butterflyfish? This is because they have colours and patterns similar to butterflies. An example of this is the false eyes they have on the rear part of their body that trick predators.
DSC_ChaetodonFremblii,"This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","Esta especie es endémica de Hawaii. El archipiélago de Hawaii es el archipiélago más aislado de la Tierra, el continente más cercano, América, está aproximadamente a 3.000 kilómetros. Está formado por diecinueve islas y atolones, además de islotes, arrecifes y bancos de arena.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks.","This species is endemic to Hawaii. The archipelago of Hawaii is the most isolated on Earth. The nearest continent - America - is approximately 3,000 kilometres away. The archipelago is formed by nineteen islands and atolls as well as islets, reefs and sandbanks."
DSC_ChaetodonKleinii,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,"Existen 88 especies de peces descritas en el genero Chaetodontidae. La mayoría de ellas viven en ambientes tropicales, y algunas pocas especies en ambientes atemperados. Son unos de los peces más típicos de arrecife puesto que su alimento preferido son los corales.",There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.,There are 88 species of fish within the Chaetodontidae genus. The majority of them live in tropical environs and a few live in temperate environments. They are some of the most typical reef fish given that corals are their favourite food.
DSC_ChaetodonLunulatus,"The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.",Los huevos que ponen los Chaetodones son esféricos y transparentes y eclosionan a las 30 horas despues de haber realizado la puesta. Los alevines son muy pequeños al nacer y hacen aproximadamente 5 mm de longitud.,"The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length.","The eggs Chaetodontidae lay are spherical and transparent. They hatch 30 hours after being laid. The juvenile fish are very small when born, measuring approximately 5 mm in length."
DSC_ChaetodonMarleyi,"This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","Este pez que habita entre los corales, se alimenta principalmente de pólipos de los corales duros y de algas, aunque en cautiverio, es omnívoro.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity.","This fish that lives among corals feeds mainly on the polyps of hard corals and algae, although it is an omnivore in captivity."
DSC_ChaetodonMelannotus,"Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Los Chaetodontidae son monógamos y las parejas se mantienen durante toda su vida. Es habitual que a estas parejas les acompañe un individuo juvenil inmaduro, es decir ambisexual, con la capacidad de pasar a macho o hembra, en función de la necesidad de la pareja.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple.","Chaetodontidae are monogamous and they choose a mate for life. It is customary for these couples to be accompanied by an immature, or ambisexual, juvenile fish that can become a male or female, depending on the needs of the couple."
DSC_ChaetodonMelapterus,"Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Como la mayoría de peces de esta especie, se alimentan exclusivamente de pólipos de coral. Habitan en parejas o en agregaciones de más de 20 individuos, alimentándose durante el día y resguardándose bajo el coral por la noche.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night.","Like the majority of fish in this species, they feed exclusively on coral polyps. They live in pairs or in groups of more than 20 individuals, feeding during the day and sheltering under the coral by night."
DSC_ChaetodonMeyeri,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,¿Sabías que los peces mariposa pueden reproducirse al año de haber nacido? La mayoría de las especies de este grupo tienen una longevidad aproximada de tres años.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.,Did you know that butterflyfish can reproduce a year after they are born? The majority of the species in this group live approximately three years.
DSC_ChaetodonMiliaris,"This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","Esta especie endémica de Hawaï se alimenta de pequeños invertebrados y huevos de otros peces. Siempre van en grupo formando pequeños bancos de pecesque pueden llegar a los 30 individuos o más. Realizan las puestas entre el mes de enero y mayo, siempre en horas de luz baja a partir de la puesta de sol.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset.","This endemic species of Hawaii feeds on small invertebrates and the eggs of other fish. They always move in a group, forming small shoals that can contain 30 individuals or more. They lay their eggs between January and May, always during hours of low light after sunset."
DSC_ChaetodonMitratus,"The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","Las larvas recién nacidas de la familia de los Chaetodontidae serán planctónicas durante al menos dos meses, cuando pasen a ser juveniles buscaran un arrecife donde asentarse.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle.","The recently hatched larvae of the family Chaetodontidae will be planktonic for at least two months, when they become juvenile fish and seek a reef to settle."
DSC_ChaetodonOctofasciatus,"The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","Los fósiles más viejos que se asignan para el género Chaetodontidae pertenecen al Oligoceno tardío, hace aproximadamente 25 millones de años.El Oligoceno esta considerado como un periodo de transición entre el mundo tropical arcaico y el más moderno del Mioceno.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. The Oligocene is considered a transition period between the archaic tropical world and the more modern Miocene."
DSC_ChaetodonOrnatissimus,"Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Los Chaetodontidae son monógamos y las parejas se mantienen durante toda su vida. Si el macho adulto muriera, el individuo juvenil pasaría a ser un macho.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male.","Chaetodontidae are monogamous and mates are kept for life. If the adult male dies, the accompanying juvenile fish becomes a male."
DSC_ChaetodonRainfordi,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,"Se reproducen mediante fertilización externa. El desove sucede antes del anochecer. Forman parejas durante el ciclo reproductivo pero no protegen sus huevos y crías después del desove, ya que las larvas son plantónicas.",Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.,Reproduction occurs via external fertilisation. The laying of eggs takes place before sundown. Couples are formed during the reproduction cycle by they do not protect their eggs or young after laying them given that the larvae are planktonic.
DSC_ChaetodonReticulatus,"The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","La franja negra que le cubre el ojo hace que los depredadores no sepan dónde está la cabeza y dónde está la cola, así no saben dónde atacar, esto permite que el pez tenga más posibilidades de escapar.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape.","The black band that covers this fish’s eye makes it difficult for predators to distinguish between the head and the tail, therefore they don’t know where to attack, granting this fish more possibilities of escape."
DSC_ChaetodontoplusMesoleucus,"The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","Los fósiles más viejos que se asignan para el género Chaetodontidae pertenecen al Oligoceno tardío, hace aproximadamente 25 millones de años. En este periodo Australia se separó de la Antártida.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica.","The oldest fossils assigned to the Chaetodontidae genus pertain to the Late Oligocene, approximately 25 million years ago. During this period, Australia separated from Antarctica."
DSC_ChaetodontoplusNiger,"The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","El cuerpo ovalado y estrecho de los peces de la familia Chaetodontidae, les permite nadar con mucha agilidad entre los corales.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility.","The slim, oval body of fish in the family Chaetodontidae allows them to swim among corals with great agility."
